30.161574	0	303696	8	0
30.163481	0	303688	8	0
30.165389	0	303680	8	0
30.167296	0	303672	8	0
30.169203	0	303664	8	0
30.171110	0	303656	8	0
30.173017	0	303648	8	0
30.174925	0	303640	8	0
30.176832	0	303632	8	0
30.178739	0	303624	8	0
30.180646	0	303616	8	0
30.182553	0	303608	8	0
30.184461	0	303600	8	0
30.186368	0	303592	8	0
30.188275	0	303584	8	0
30.190182	0	303576	8	0
30.192089	0	303568	8	0
30.193997	0	303560	8	0
34.165824	0	303704	8	0
34.167731	0	303712	8	0
34.169639	0	303720	8	0
34.171546	0	303728	8	0
34.173453	0	303736	8	0
34.175360	0	303744	8	0
34.177267	0	303752	8	0
34.179175	0	303760	8	0
34.181082	0	303768	8	0
34.182989	0	303776	8	0
34.184896	0	303784	8	0
34.186803	0	303792	8	0
34.188711	0	303800	8	0
34.190618	0	303808	8	0
34.192525	0	303816	8	0
34.194432	0	303824	8	0
34.196339	0	303832	8	0
34.198247	0	303840	8	0
34.200154	0	303848	8	0
34.202061	0	303856	8	0
34.203968	0	303864	8	0
34.205875	0	303872	8	0
34.207783	0	303880	8	0
34.209690	0	303888	8	0
38.006232	0	303896	8	0
38.008139	0	303904	8	0
38.010047	0	303912	8	0
38.011954	0	303920	8	0
38.013861	0	303928	8	0
38.015768	0	303936	8	0
38.017675	0	303944	8	0
38.019583	0	303952	8	0
38.021490	0	303960	8	0
38.023397	0	303968	8	0
38.025304	0	303976	8	0
38.027211	0	303984	8	0
38.029119	0	303992	8	0
38.031026	0	304000	8	0
38.032933	0	304008	8	0
38.034840	0	304016	8	0
38.036747	0	304024	8	0
38.038655	0	304032	8	0
38.040562	0	304040	8	0
38.042469	0	304048	8	0
38.044376	0	304056	8	0
38.046283	0	304064	8	0
38.048191	0	304072	8	0
38.050098	0	304080	8	0
38.052005	0	304088	8	0
38.053912	0	304096	8	0
38.055819	0	304104	8	0
38.057727	0	304112	8	0
38.059634	0	304120	8	0
38.061541	0	304128	8	0
38.063448	0	304136	8	0
38.065355	0	304144	8	0
38.067263	0	304152	8	0
38.069170	0	304160	8	0
38.071077	0	304168	8	0
38.072984	0	304176	8	0
42.613414	0	304400	8	0
42.615321	0	304392	8	0
42.617229	0	304384	8	0
42.619136	0	304376	8	0
42.621043	0	304368	8	0
42.622950	0	304360	8	0
42.624857	0	304352	8	0
42.626765	0	304344	8	0
42.628672	0	304336	8	0
42.630579	0	304328	8	0
42.632486	0	304320	8	0
42.634393	0	304312	8	0
42.636301	0	304304	8	0
42.638208	0	304296	8	0
42.640115	0	304288	8	0
42.642022	0	304280	8	0
42.643929	0	304272	8	0
42.645837	0	304264	8	0
42.647744	0	304256	8	0
42.649651	0	304248	8	0
42.651558	0	304240	8	0
